gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	8q12.1	protein_coding	1	969	0.10	29	16508	0.18	1094	508	46.44	54	4.94	1	Cancer Gene Census
ENSG00000172409	CLP1	cleavage factor polyribonucleotide kinase subunit 1	11q12.1	protein_coding	1	969	0.10	94	16508	0.57	1094	174	15.90	179	16.36	2	Cancer Gene Census
ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	3p22.2	protein_coding	1	969	0.10	70	16508	0.42	1094	114	10.42	205	18.74	1	Cancer Gene Census
ENSG00000176302	FOXR1	forkhead box R1	11q23.3	protein_coding	1	969	0.10	82	16508	0.50	1094	89	8.14	472	43.14	1	Cancer Gene Census
ENSG00000178573	MAF	MAF bZIP transcription factor	16q23.2	protein_coding	1	969	0.10	113	16508	0.68	1094	92	8.41	618	56.49	1	Cancer Gene Census
ENSG00000179362	HMGN2P46	high mobility group nucleosomal binding domain 2 pseudogene 46	15q21.1	transcribed_processed_pseudogene	1	969	0.10	37	16508	0.22	1094	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000181163	NPM1	nucleophosmin 1	5q35.1	protein_coding	1	969	0.10	101	16508	0.61	1094	215	19.65	151	13.80	1	Cancer Gene Census
ENSG00000181690	PLAG1	PLAG1 zinc finger	8q12.1	protein_coding	1	969	0.10	182	16508	1.10	1094	508	46.44	54	4.94	1	Cancer Gene Census
ENSG00000182158	CREB3L2	cAMP responsive element binding protein 3 like 2	7q33	protein_coding	1	969	0.10	138	16508	0.84	1094	270	24.68	119	10.88	1	Cancer Gene Census
ENSG00000183722	LHFPL6	LHFPL tetraspan subfamily member 6	13q13.3, 13q14.11	protein_coding	1	969	0.10	65	16508	0.39	1094	90	8.23	393	35.92	1	Cancer Gene Census
ENSG00000183770	FOXL2	forkhead box L2	3q22.3	protein_coding	1	969	0.10	97	16508	0.59	1094	232	21.21	69	6.31	1	Cancer Gene Census
ENSG00000184012	TMPRSS2	transmembrane serine protease 2	21q22.3	protein_coding	1	969	0.10	122	16508	0.74	1094	219	20.02	140	12.80	1	Cancer Gene Census
ENSG00000184402	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex	20q13.33	protein_coding	1	969	0.10	93	16508	0.56	1094	457	41.77	40	3.66	1	Cancer Gene Census
ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2	9p24.1	protein_coding	1	969	0.10	48	16508	0.29	1094	170	15.54	263	24.04	1	Cancer Gene Census
ENSG00000204370	SDHD	succinate dehydrogenase complex subunit D	11q23.1	protein_coding	1	969	0.10	41	16508	0.25	1094	89	8.14	488	44.61	1	Cancer Gene Census
ENSG00000204713	TRIM27	tripartite motif containing 27	6p22.1	protein_coding	1	969	0.10	135	16508	0.82	1094	237	21.66	121	11.06	1	Cancer Gene Census
ENSG00000206503	HLA-A	major histocompatibility complex, class I, A	6p22.1	protein_coding	1	969	0.10	152	16508	0.92	1094	239	21.85	116	10.60	1	Cancer Gene Census
ENSG00000213066	CEP43	centrosomal protein 43	6q27	protein_coding	1	969	0.10	73	16508	0.44	1094	131	11.97	314	28.70	1	Cancer Gene Census
ENSG00000214562	NUTM2D	NUT family member 2D	10q23.2	protein_coding	1	969	0.10	59	16508	0.36	1094	83	7.59	226	20.66	1	Cancer Gene Census
ENSG00000214827	MTCP1	mature T cell proliferation 1	Xq28	protein_coding	1	969	0.10	23	16508	0.14	1094	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000241476	SSX2	SSX family member 2	Xp11.22	protein_coding	1	969	0.10	22	16508	0.13	1094	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000261652	C15orf65	chromosome 15 open reading frame 65	15q21.3	protein_coding	1	969	0.10	10	16508	0.06	1094	77	7.04	258	23.58	1	Cancer Gene Census
ENSG00000276180	H4C9	H4 clustered histone 9	6p22.1	protein_coding	1	969	0.10	76	16508	0.46	1094	250	22.85	117	10.69	1	Cancer Gene Census
ENSG00000019582	CD74	CD74 molecule	5q33.1	protein_coding	0	969	0.00	54	16508	0.33	1094	182	16.64	164	14.99	0	Cancer Gene Census
ENSG00000070404	FSTL3	follistatin like 3	19p13.3	protein_coding	0	969	0.00	31	16508	0.19	1094	123	11.24	253	23.13	0	Cancer Gene Census
ENSG00000100721	TCL1A	TCL1 family AKT coactivator A	14q32.13	protein_coding	0	969	0.00	72	16508	0.44	1094	86	7.86	243	22.21	0	Cancer Gene Census
ENSG00000104660	LEPROTL1	leptin receptor overlapping transcript like 1	8p12	protein_coding	0	969	0.00	32	16508	0.19	1094	152	13.89	497	45.43	0	Cancer Gene Census
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor type 1A	10q23.2	protein_coding	0	969	0.00	116	16508	0.70	1094	107	9.78	216	19.74	0	Cancer Gene Census
ENSG00000107807	TLX1	T cell leukemia homeobox 1	10q24.31	protein_coding	0	969	0.00	67	16508	0.41	1094	90	8.23	229	20.93	0	Cancer Gene Census
ENSG00000110777	POU2AF1	POU class 2 homeobox associating factor 1	11q23.1	protein_coding	0	969	0.00	89	16508	0.54	1094	90	8.23	482	44.06	0	Cancer Gene Census
ENSG00000112081	SRSF3	serine and arginine rich splicing factor 3	6p21.31, 6p21.2	protein_coding	0	969	0.00	54	16508	0.33	1094	223	20.38	123	11.24	0	Cancer Gene Census
ENSG00000117318	ID3	inhibitor of DNA binding 3, HLH protein	1p36.12	protein_coding	0	969	0.00	36	16508	0.22	1094	69	6.31	361	33.00	0	Cancer Gene Census
ENSG00000119537	KDSR	3-ketodihydrosphingosine reductase	18q21.33	protein_coding	0	969	0.00	65	16508	0.39	1094	158	14.44	272	24.86	0	Cancer Gene Census
ENSG00000123080	CDKN2C	cyclin dependent kinase inhibitor 2C	1p32.3	protein_coding	0	969	0.00	57	16508	0.35	1094	144	13.16	253	23.13	0	Cancer Gene Census
ENSG00000125285	SOX21	SRY-box transcription factor 21	13q32.1	protein_coding	0	969	0.00	52	16508	0.31	1094	143	13.07	325	29.71	0	Cancer Gene Census
ENSG00000128713	HOXD11	homeobox D11	2q31.1	protein_coding	0	969	0.00	68	16508	0.41	1094	114	10.42	155	14.17	0	Cancer Gene Census
ENSG00000129152	MYOD1	myogenic differentiation 1	11p15.1	protein_coding	0	969	0.00	126	16508	0.76	1094	157	14.35	181	16.54	0	Cancer Gene Census
ENSG00000132475	H3-3B	H3.3 histone B	17q25.1	protein_coding	0	969	0.00	74	16508	0.45	1094	367	33.55	125	11.43	0	Cancer Gene Census
ENSG00000132906	CASP9	caspase 9	1p36.21	protein_coding	0	969	0.00	83	16508	0.50	1094	59	5.39	369	33.73	0	Cancer Gene Census
ENSG00000133639	BTG1	BTG anti-proliferation factor 1	12q21.33	protein_coding	0	969	0.00	82	16508	0.50	1094	183	16.73	119	10.88	0	Cancer Gene Census
ENSG00000134086	VHL	von Hippel-Lindau tumor suppressor	3p25.3	protein_coding	0	969	0.00	394	16508	2.39	1094	177	16.18	127	11.61	0	Cancer Gene Census
ENSG00000134899	ERCC5	ERCC excision repair 5, endonuclease	13q33.1	protein_coding	0	969	0.00	17	16508	0.10	1094	149	13.62	321	29.34	0	Cancer Gene Census
ENSG00000136352	NKX2-1	NK2 homeobox 1	14q13.3	protein_coding	0	969	0.00	106	16508	0.64	1094	187	17.09	160	14.63	0	Cancer Gene Census
ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor	9q22.33	protein_coding	0	969	0.00	55	16508	0.33	1094	133	12.16	229	20.93	0	Cancer Gene Census
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1	4q25	protein_coding	0	969	0.00	133	16508	0.81	1094	97	8.87	248	22.67	0	Cancer Gene Census
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase	12q24.31	protein_coding	0	969	0.00	153	16508	0.93	1094	164	14.99	161	14.72	0	Cancer Gene Census
ENSG00000143252	SDHC	succinate dehydrogenase complex subunit C	1q23.3	protein_coding	0	969	0.00	52	16508	0.31	1094	764	69.84	12	1.10	0	Cancer Gene Census
ENSG00000146374	RSPO3	R-spondin 3	6q22.33	protein_coding	0	969	0.00	86	16508	0.52	1094	163	14.90	270	24.68	0	Cancer Gene Census
ENSG00000147889	CDKN2A	cyclin dependent kinase inhibitor 2A	9p21.3	protein_coding	0	969	0.00	578	16508	3.50	1094	140	12.80	294	26.87	0	Cancer Gene Census
ENSG00000151532	VTI1A	vesicle transport through interaction with t-SNAREs 1A	10q25.2	protein_coding	0	969	0.00	54	16508	0.33	1094	97	8.87	242	22.12	0	Cancer Gene Census
ENSG00000153165	RGPD3	RANBP2 like and GRIP domain containing 3	2q12.2	protein_coding	0	969	0.00	85	16508	0.51	1094	117	10.69	137	12.52	0	Cancer Gene Census
ENSG00000160201	U2AF1	U2 small nuclear RNA auxiliary factor 1	21q22.3	protein_coding	0	969	0.00	6	16508	0.04	1094	223	20.38	138	12.61	0	Cancer Gene Census
ENSG00000164438	TLX3	T cell leukemia homeobox 3	5q35.1	protein_coding	0	969	0.00	80	16508	0.48	1094	215	19.65	151	13.80	0	Cancer Gene Census
ENSG00000166407	LMO1	LIM domain only 1	11p15.4	protein_coding	0	969	0.00	47	16508	0.28	1094	129	11.79	224	20.48	0	Cancer Gene Census
ENSG00000169714	CNBP	CCHC-type zinc finger nucleic acid binding protein	3q21.3	protein_coding	0	969	0.00	40	16508	0.24	1094	200	18.28	86	7.86	0	Cancer Gene Census
ENSG00000170577	SIX2	SIX homeobox 2	2p21	protein_coding	0	969	0.00	110	16508	0.67	1094	166	15.17	113	10.33	0	Cancer Gene Census
ENSG00000171791	BCL2	BCL2 apoptosis regulator	18q21.33	protein_coding	0	969	0.00	62	16508	0.38	1094	158	14.44	271	24.77	0	Cancer Gene Census
ENSG00000175643	RMI2	RecQ mediated genome instability 2	16p13.13	protein_coding	0	969	0.00	19	16508	0.12	1094	497	45.43	49	4.48	0	Cancer Gene Census
ENSG00000175832	ETV4	ETS variant transcription factor 4	17q21.31	protein_coding	0	969	0.00	106	16508	0.64	1094	197	18.01	298	27.24	0	Cancer Gene Census
ENSG00000179218	CALR	calreticulin	19p13.13	protein_coding	0	969	0.00	95	16508	0.58	1094	191	17.46	145	13.25	0	Cancer Gene Census
ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2	15q26.1	protein_coding	0	969	0.00	146	16508	0.88	1094	152	13.89	199	18.19	0	Cancer Gene Census
ENSG00000185338	SOCS1	suppressor of cytokine signaling 1	16p13.13	protein_coding	0	969	0.00	42	16508	0.25	1094	496	45.34	48	4.39	0	Cancer Gene Census
ENSG00000186051	TAL2	TAL bHLH transcription factor 2	9q31.2	protein_coding	0	969	0.00	33	16508	0.20	1094	129	11.79	229	20.93	0	Cancer Gene Census
ENSG00000188199	NUTM2B	NUT family member 2B	10q22.3	protein_coding	0	969	0.00	30	16508	0.18	1094	133	12.16	174	15.90	0	Cancer Gene Census
ENSG00000205927	OLIG2	oligodendrocyte transcription factor 2	21q22.11	protein_coding	0	969	0.00	81	16508	0.49	1094	209	19.10	142	12.98	0	Cancer Gene Census
ENSG00000213190	MLLT11	MLLT11 transcription factor 7 cofactor	1q21.3	protein_coding	0	969	0.00	27	16508	0.16	1094	735	67.18	16	1.46	0	Cancer Gene Census
ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha	19q13.11	protein_coding	0	969	0.00	63	16508	0.38	1094	249	22.76	91	8.32	0	Cancer Gene Census
ENSG00000270647	TAF15	TATA-box binding protein associated factor 15	17q12	protein_coding	0	969	0.00	155	16508	0.94	1094	198	18.10	282	25.78	0	Cancer Gene Census
